CODE,FLIGHTNUMBER,ADDEP,ORIGEM,ADDES,DESTINO,DATA,ROUTE,FIXOENTRADA,FIXOSAIDA,NIVEL
PRKYKSBSVSBGO,PRKYK,SBSV,SALVADOR,SBGO,GOIÂNIA,01-AUG-1505.53.25.000000000PM,TGL SDLP H290 SBBU,ETMA,SDLP,F055
PRPFNSBULSBGO,PRPFN,SBUL,UBERLÂNDIA,SBGO,GOIÂNIA,01-AUG-1502.54.43.000000000PM,TGL SDLP H290 SBBU,ETMA,SDLP,F055
PRBTLSBGOSBGO,PRBTL,SBGO,GOIÂNIA,SBGO,GOIÂNIA,01-AUG-1502.11.17.000000000PM,DCT,TMA,ETA,A035
PRJETSBSPSBGO,PRJET,SBSP,SÃOPAULO,SBGO,GOIÂNIA,01-AUG-1507.48.01.000000000PM,DCT,TMA,ETA,A035
PRFKYSWKTSBGO,PRFKY,SWKT,CATALÃO,SBGO,GOIÂNIA,01-AUG-1507.38.32.000000000PM,DCT H320,MOMVA,ETA,F180
TAM3470SBSPSBGO,TAM3470,SBSP,SÃOPAULO,SBGO,GOIÂNIA,01-AUG-1502.25.24.000000000AM,IFR BRU H281,MOXAV,ETA,F055
GLO1942SBCFSBGO,GLO1942,SBCF,BELOHORIZONTE,SBGO,GOIÂNIA,01-AUG-1504.09.20.000000000PM,DCT H320,MOMVA,ETA,F180
ONE6291SBBRSBGO,ONE6291,SBBR,BRASÍLIA,SBGO,GOIÂNIA,01-AUG-1501.15.35.000000000PM,DCT H320,MOMVA,ETA,F180
PRGRLSWMESBGO,PRGRL,SWME,MINEIROS,SBGO,GOIÂNIA,01-AUG-1508.26.53.000000000PM,DCT OROKA,MOMVA,ETA,F090
PTELZSDAISBGO,PTELZ,SDAI,AMERICANA,SBGO,GOIÂNIA,01-AUG-1503.14.03.000000000PM,DCT H313,STMA,ETA,F065
RIO5977SBGRSBGO,RIO5977,SBGR,SÃOPAULO,SBGO,GOIÂNIA,01-AUG-1507.08.00.000000000AM,IFR BRU H281,MOXAV,ETA,F055
PTSXPSBSJSBGP,PTSXP,SBSJ,SÃOJOSÉDOSCAMPOS,SBGP,GAVIÃOPEIXOTO,01-AUG-1511.00.00.000000000AM,DCT MOMVA DCT ISIBI,RENAN,ETA,F110
TAM3357SBJPSBGR,TAM3357,SBJP,JOÃOPESSOA,SBGR,SÃOPAULO,01-AUG-1510.04.12.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3184SBFLSBGR,TAM3184,SBFL,FLORIANÓPOLIS,SBGR,SÃOPAULO,01-AUG-1505.42.48.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM4676SBBESBGR,TAM4676,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1509.37.12.000000000AM,DCT H310,STMA,ETA,F065
TAM3179SBSVSBGR,TAM3179,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1512.03.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3395SBRPSBGR,TAM3395,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1501.30.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3503SBRFSBGR,TAM3503,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1512.54.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3501SBRFSBGR,TAM3501,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1510.30.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3613SBCTSBGR,TAM3613,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1511.20.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3440SBGLSBGR,TAM3440,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1508.20.00.000000000AM,IFR BRU H281,MOXAV,ETA,F055
TAM3669SBGLSBGR,TAM3669,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1512.34.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3515SBRFSBGR,TAM3515,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.50.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3507SBRFSBGR,TAM3507,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1504.06.00.000000000PM,DCT H302,SDLU,ETA,F065
TUS6573SBEGSBGR,TUS6573,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1507.31.00.000000000PM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3343SBCFSBGR,TAM3343,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1502.46.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3685SBGLSBGR,TAM3685,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1511.07.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM4717SBGOSBGR,TAM4717,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1502.30.00.000000000PM,DCT H310,STMA,ETA,F065
TAM3611SBCGSBGR,TAM3611,SBCG,CAMPOGRANDE,SBGR,SÃOPAULO,01-AUG-1511.35.12.000000000PM,DCT H302,SDLU,ETA,F065
RIO5976SBGOSBGR,RIO5976,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1502.32.00.000000000AM,IFR BRU H281,MOXAV,ETA,F055
TAM3665SBARSBGR,TAM3665,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1505.34.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3158SBFLSBGR,TAM3158,SBFL,FLORIANÓPOLIS,SBGR,SÃOPAULO,01-AUG-1509.47.48.000000000AM,IFR BRU H281,MOXAV,ETA,F055
GLO1821SBFZSBGR,GLO1821,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1505.20.00.000000000AM,DCT,SDLU,ETA,F180
TAM3511SBGLSBGR,TAM3511,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1503.09.00.000000000PM,DCT H302,SDLU,ETA,F065
GLO1169SBSVSBGR,GLO1169,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1508.04.47.000000000PM,DCT W7/ *CASCAVEL 65,MOMVA,BRU,F190
GLO1161SBSVSBGR,GLO1161,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1507.05.44.000000000AM,DCT W7/ *CASCAVEL 65,MOMVA,BRU,F190
TAM3168SBFISBGR,TAM3168,SBFI,FOZDOIGUAÇU,SBGR,SÃOPAULO,01-AUG-1511.17.12.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3647SBRFSBGR,TAM3647,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1506.02.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3645SBMOSBGR,TAM3645,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1509.15.00.000000000AM,DCT H302,SDLU,ETA,F065
GLO2049SBGLSBGR,GLO2049,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1505.38.00.000000000PM,DCT AE024,MOMVA,AE024,F180
TAM3556SBFISBGR,TAM3556,SBFI,FOZDOIGUAÇU,SBGR,SÃOPAULO,01-AUG-1510.05.12.000000000AM,DCT H302,SDLU,ETA,F065
GLO1895SBCGSBGR,GLO1895,SBCG,CAMPOGRANDE,SBGR,SÃOPAULO,01-AUG-1508.30.00.000000000PM,DCT,R310,SBML,F180
TAM3779SBFZSBGR,TAM3779,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1506.25.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3341SBCFSBGR,TAM3341,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1511.25.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
GLO1265SBFLSBGR,GLO1265,SBFL,FLORIANÓPOLIS,SBGR,SÃOPAULO,01-AUG-1503.21.12.000000000PM,DCT H330,R105,AE014,F160
TAM3399SBSVSBGR,TAM3399,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1507.11.01.000000000AM,IFR BRU H281,MOXAV,ETA,F055
AZU6992SBCFSBGR,AZU6992,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1501.35.00.000000000PM,DCT H313,ML011,ETA,F180
GLO2143SBDNSBGR,GLO2143,SBDN,PRESIDENTEPRUDENTE,SBGR,SÃOPAULO,01-AUG-1501.09.12.000000000AM,DCT H313,ML011,ETA,F180
TAM3330SBCTSBGR,TAM3330,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1504.10.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3631SBCYSBGR,TAM3631,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1509.13.12.000000000AM,DCT H302,SDLU,ETA,F065
TAM3441SBCFSBGR,TAM3441,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1508.55.00.000000000AM,IFR BRU H281,MOXAV,ETA,F055
TAM3637SBMOSBGR,TAM3637,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1510.35.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3467SBGOSBGR,TAM3467,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1510.39.00.000000000PM,IFR BRU H281,MOXAV,ETA,F055
TAM3495SBGLSBGR,TAM3495,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1505.09.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3507SBRFSBGR,TAM3507,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1507.06.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3877SBCYSBGR,TAM3877,SBCY,CUIABÁ,SBGR,SÃOPAULO,01-AUG-1503.46.12.000000000PM,DCT H310,STMA,ETA,F065
SID9973SBCFSBGR,SID9973,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1503.40.00.000000000AM,IFR BRU H281,MOXAV,ETA,F055
TTL5680SBCTSBGR,TTL5680,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1503.43.00.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3160SBPASBGR,TAM3160,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1507.15.00.000000000PM,DCT H070,R240,ETA,F095
GLO1289SBRFSBGR,GLO1289,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1509.36.12.000000000PM,DCT H300,R170,ETA,F180
TAM3687SBGLSBGR,TAM3687,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1510.32.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3589SBFISBGR,TAM3589,SBFI,FOZDOIGUAÇU,SBGR,SÃOPAULO,01-AUG-1503.42.48.000000000PM,DCT H302,SDLU,ETA,F065
TAM3325SBFZSBGR,TAM3325,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1511.02.00.000000000AM,DCT H070,R240,ETA,F095
TAM3181SBBRSBGR,TAM3181,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1507.40.00.000000000AM,DCT H070,R240,ETA,F095
TAM3296SBPASBGR,TAM3296,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1511.31.00.000000000PM,DCT H070,R240,ETA,F095
TAM3294SBPASBGR,TAM3294,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1505.12.00.000000000PM,DCT H070,R240,ETA,F095
TAM3288SBPASBGR,TAM3288,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1504.10.00.000000000PM,DCT H070,R240,ETA,F095
TAM3525SBRFSBGR,TAM3525,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.36.00.000000000AM,DCT H302,SDLU,ETA,F065
TTL5678SBPASBGR,TTL5678,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1503.36.00.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3653SBPSSBGR,TAM3653,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1501.13.44.000000000PM,DCT H302,SDLU,ETA,F065
TAM3508SBPASBGR,TAM3508,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1503.20.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3246SBPSSBGR,TAM3246,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1509.02.36.000000000PM,DCT H070,R240,ETA,F095
GLO1889SBEGSBGR,GLO1889,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1507.45.12.000000000AM,DCT AE014,AE014,ETA,F160
TAM3749SBEGSBGR,TAM3749,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1511.46.48.000000000PM,DCT H302,SDLU,ETA,F065
PTB2261SBRPSBGR,PTB2261,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1510.00.00.000000000AM,DCT,TMA,SNSH,F055
TAM3493SBRPSBGR,TAM3493,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1509.34.12.000000000PM,DCT H302,SDLU,ETA,F065
PTB2371SBULSBGR,PTB2371,SBUL,UBERLÂNDIA,SBGR,SÃOPAULO,01-AUG-1502.45.00.000000000PM,DCT H305,MOMVA,ML011,F180
TAM3563SBFZSBGR,TAM3563,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1511.55.00.000000000PM,DCT H302,SDLU,ETA,F065
PTB2267SBRPSBGR,PTB2267,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1503.46.00.000000000PM,DCT H305,MOMVA,ML011,F180
TAM3171SBSVSBGR,TAM3171,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1510.47.00.000000000AM,DCT H070,R240,ETA,F095
PTB2345SBSRSBGR,PTB2345,SBSR,SÃOJOSÉDORIOPRETO,SBGR,SÃOPAULO,01-AUG-1508.22.48.000000000PM,DCT H030,EET,ETA,F055
RIO5976SBGOSBGR,RIO5976,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1503.40.00.000000000AM,DCT H070,R240,ETA,F095
TAM3246SBPSSBGR,TAM3246,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1510.39.48.000000000PM,DCT H070,R240,ETA,F095
TUS6569SBRFSBGR,TUS6569,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1504.15.00.000000000AM,IFR BRUH260/F050,SDBY,BRU,F060
TAM3325SBFZSBGR,TAM3325,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1502.12.00.000000000PM,DCT H070,R240,ETA,F095
SID9971SBTESBGR,SID9971,SBTE,TERESINA,SBGR,SÃOPAULO,01-AUG-1503.14.48.000000000AM,DCT H070,R240,ETA,F095
TAM3897SBSVSBGR,TAM3897,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1511.02.03.000000000PM,DCT H310,STMA,ETA,F065
TAM3747SBEGSBGR,TAM3747,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1501.43.48.000000000PM,DCT H302,SDLU,ETA,F065
TAM3179SBSVSBGR,TAM3179,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1501.59.00.000000000PM,DCT H070,R240,ETA,F095
PTB2269SBRPSBGR,PTB2269,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1510.21.00.000000000PM,IFR BRU/AAQ F070,R075,ETA,A040
TAM3578SBBRSBGR,TAM3578,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1502.17.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3181SBBRSBGR,TAM3181,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1508.55.00.000000000AM,DCT H070,R240,ETA,F095
TAM3387SBBESBGR,TAM3387,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1501.07.00.000000000PM,DCT H070,R240,ETA,F095
AZU6992SBCFSBGR,AZU6992,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1502.35.00.000000000PM,DCT H301,R170,ETA,F180
ONE6391SBFZSBGR,ONE6391,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1510.20.00.000000000PM,DCT H301,R170,ETA,F180
TAM3321SBSLSBGR,TAM3321,SBSL,SÃOLUÍS,SBGR,SÃOPAULO,01-AUG-1508.37.48.000000000PM,DCT H070,R240,ETA,F095
GLO1773SBPSSBGR,GLO1773,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1511.00.12.000000000PM,TREIN IFR SBJV SBNF,JV032,JV036,F060
GLO1783SBGOSBGR,GLO1783,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1504.46.12.000000000PM,TREIN IFR SBJV SBNF,JV032,JV036,F060
TAM4717SBGOSBGR,TAM4717,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1503.33.12.000000000PM,DCT H310,STMA,ETA,F065
TAM3667SBTESBGR,TAM3667,SBTE,TERESINA,SBGR,SÃOPAULO,01-AUG-1509.13.48.000000000AM,DCT H302,SDLU,ETA,F065
GLO2143SBDNSBGR,GLO2143,SBDN,PRESIDENTEPRUDENTE,SBGR,SÃOPAULO,01-AUG-1512.56.12.000000000AM,DCT ML011 RNAV-21,M140,ML011,F180
AZU5125SBGOSBGR,AZU5125,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1508.50.48.000000000PM,DCT ML011 RNAV-21,M140,ML011,F180
ONE6083SBEGSBGR,ONE6083,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1505.49.48.000000000PM,DCT,ORDEA,KNAVE,F180
TAM3575SBBRSBGR,TAM3575,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1501.02.48.000000000AM,DCT H302,SDLU,ETA,F065
TAM3441SBCFSBGR,TAM3441,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1509.50.12.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3155SBSVSBGR,TAM3155,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.28.48.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3323SBFZSBGR,TAM3323,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1509.22.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3805SBSVSBGR,TAM3805,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1506.49.48.000000000PM,DCT H310,STMA,ETA,F065
TAM3665SBARSBGR,TAM3665,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1507.45.12.000000000PM,DCT H302,SDLU,ETA,F065
TAM3399SBSVSBGR,TAM3399,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.05.12.000000000AM,DCT ARE,MOMVA,ETA,F180
PTB2377SBURSBGR,PTB2377,SBUR,UBERABA,SBGR,SÃOPAULO,01-AUG-1510.12.48.000000000AM,DCT,EET,ETA,F075
TAM3741SBFZSBGR,TAM3741,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1506.37.00.000000000PM,DCT H302,SDLU,ETA,F065
GLO1263SBMOSBGR,GLO1263,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1506.14.00.000000000PM,LIT,CABED,TBB,A010
GLO2077SBJUSBGR,GLO2077,SBJU,JUAZEIRODONORTE,SBGR,SÃOPAULO,01-AUG-1509.53.12.000000000AM,LIT,CABED,TBB,A010
TAM3587SBBRSBGR,TAM3587,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1510.15.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM3391SBFZSBGR,TAM3391,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1501.58.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3455SBBESBGR,TAM3455,SBBE,BELÉM,SBGR,SÃOPAULO,01-AUG-1509.32.00.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3301SBFZSBGR,TAM3301,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1512.38.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3395SBRPSBGR,TAM3395,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1502.09.12.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3653SBPSSBGR,TAM3653,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1502.55.48.000000000PM,DCT H302,SDLU,ETA,F065
TAM3343SBCFSBGR,TAM3343,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1503.41.12.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3815SBSVSBGR,TAM3815,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1511.48.00.000000000PM,DCT H310,STMA,ETA,F065
ONE6373SBFZSBGR,ONE6373,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1505.39.48.000000000PM,DCT ML003,R155,ML003,F200
PTB2317SBRPSBGR,PTB2317,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1512.25.12.000000000AM,REA F090 IFR,*TMA*,*ETA*,A010
TAM3467SBGOSBGR,TAM3467,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1511.41.12.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3549SBRFSBGR,TAM3549,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1505.06.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM4689SBFZSBGR,TAM4689,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1512.43.00.000000000AM,DCT H310,STMA,ETA,F065
TAM3513SBARSBGR,TAM3513,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1507.30.12.000000000AM,DCT H302,SDLU,ETA,F065
TAM3359SBJPSBGR,TAM3359,SBJP,JOÃOPESSOA,SBGR,SÃOPAULO,01-AUG-1510.00.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3815SBSVSBGR,TAM3815,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1501.58.12.000000000AM,DCT H310,STMA,ETA,F065
TAM3377SBVTSBGR,TAM3377,SBVT,VITÓRIA,SBGR,SÃOPAULO,01-AUG-1504.40.12.000000000PM,DCT ARE,MOMVA,ETA,F180
PTB2267SBRPSBGR,PTB2267,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1503.46.08.000000000PM,AE014 DCT PUPSI,R120,AE014,F170
TAM3475SBMOSBGR,TAM3475,SBMO,MACEIÓ,SBGR,SÃOPAULO,01-AUG-1505.52.28.000000000PM,DCT ARE,MOMVA,ETA,F180
ONE6123SBPASBGR,ONE6123,SBPA,PORTOALEGRE,SBGR,SÃOPAULO,01-AUG-1507.35.12.000000000PM,DCT,R114,ETA,F180
ONE6259SBSVSBGR,ONE6259,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1512.12.11.000000000AM,DCT,R114,ETA,F180
ONE6363SBGOSBGR,ONE6363,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1502.45.00.000000000AM,DCT,R114,ETA,F180
PTB2261SBRPSBGR,PTB2261,SBRP,RIBEIRÃOPRETO,SBGR,SÃOPAULO,01-AUG-1510.08.30.000000000AM,TGL SBNF,PBELO,SBNF,A015
TAM3171SBSVSBGR,TAM3171,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1509.59.22.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3246SBPSSBGR,TAM3246,SBPS,PORTOSEGURO,SBGR,SÃOPAULO,01-AUG-1510.34.22.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3897SBSVSBGR,TAM3897,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1511.37.00.000000000PM,DCT H310,STMA,ETA,F065
TAM3779SBFZSBGR,TAM3779,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1509.51.53.000000000PM,DCT H302,SDLU,ETA,F065
RIO5976SBGOSBGR,RIO5976,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1503.36.07.000000000AM,DCT ARE,MOMVA,ETA,F180
GLO1805SBCFSBGR,GLO1805,SBCF,BELOHORIZONTE,SBGR,SÃOPAULO,01-AUG-1503.25.10.000000000PM,DCT ML003,R143,ML003,F180
TAM3751SBEGSBGR,TAM3751,SBEG,MANAUS,SBGR,SÃOPAULO,01-AUG-1508.45.00.000000000AM,DCT H302,SDLU,ETA,F065
TAM3171SBSVSBGR,TAM3171,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1510.35.33.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3587SBBRSBGR,TAM3587,SBBR,BRASÍLIA,SBGR,SÃOPAULO,01-AUG-1510.29.12.000000000PM,DCT H302,SDLU,ETA,F065
TAM3665SBARSBGR,TAM3665,SBAR,ARACAJU,SBGR,SÃOPAULO,01-AUG-1507.44.48.000000000PM,DCT H302,SDLU,ETA,F065
TAM3357SBJPSBGR,TAM3357,SBJP,JOÃOPESSOA,SBGR,SÃOPAULO,01-AUG-1510.03.18.000000000PM,DCT ARE,MOMVA,ETA,F180
TAM3334SBCTSBGR,TAM3334,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1509.48.00.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3497SBSVSBGR,TAM3497,SBSV,SALVADOR,SBGR,SÃOPAULO,01-AUG-1503.12.35.000000000PM,DCT H302,SDLU,ETA,F065
ONE6303SBRFSBGR,ONE6303,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1502.32.59.000000000AM,DCT AE003 RNAV-17,AE003,AE014,F070
ONE6291SBGOSBGR,ONE6291,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1503.59.45.000000000PM,DCT AE003 RNAV-17,AE003,AE014,F070
TAM3503SBRFSBGR,TAM3503,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1512.28.25.000000000PM,DCT H302,SDLU,ETA,F065
TAM3554SBCTSBGR,TAM3554,SBCT,CURITIBA,SBGR,SÃOPAULO,01-AUG-1512.37.00.000000000PM,DCT H302,SDLU,ETA,F065
TAM4717SBGOSBGR,TAM4717,SBGO,GOIÂNIA,SBGR,SÃOPAULO,01-AUG-1503.54.31.000000000PM,DCT H310,STMA,ETA,F065
TAM3507SBRFSBGR,TAM3507,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1506.09.30.000000000PM,DCT H302,SDLU,ETA,F065
TAM3499SBRFSBGR,TAM3499,SBRF,RECIFE,SBGR,SÃOPAULO,01-AUG-1508.15.00.000000000AM,DCT H302,SDLU,ETA,F065
PTB2369SBULSBGR,PTB2369,SBUL,UBERLÂNDIA,SBGR,SÃOPAULO,01-AUG-1512.38.00.000000000AM,DCT H119 RNAV 03,ETMA,ML003,F055
RIO5973SBGLSBGR,RIO5973,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1507.58.53.000000000AM,DCT ARE,MOMVA,ETA,F180
TAM3687SBGLSBGR,TAM3687,SBGL,RIODEJANEIRO,SBGR,SÃOPAULO,01-AUG-1512.16.22.000000000AM,DCT H302,SDLU,ETA,F065
ONE6373SBFZSBGR,ONE6373,SBFZ,FORTALEZA,SBGR,SÃOPAULO,01-AUG-1505.55.35.000000000PM,DCT AE014 H330,SDMV,ETA,F180
